Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Tkl,Int,Sk,College/Univ,Year
6,196,KAN,Tremon Smith,WR,22,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,Central Arkansas,2018
6,197,WAS,Shaun Dion Hamilton,LB,22,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,2018
6,198,KAN,Kahlil McKenzie,DT,21,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,2018
6,199,TEN,Luke Falk,QB,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Washington St.,2018
6,200,ATL,Foyesade Oluokun,S,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,Yale,2018
6,201,NOR,Boston Scott,RB,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Louisiana Tech,2018
6,202,TAM,Jack Cichy,ILB,22,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,2018
6,203,JAX,Tanner Lee,QB,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Nebraska,2018
6,204,NYJ,Trenton Cannon,RB,24,2018,0,0,0,0,0,2,0,0,0,0,0,6,15,0,1,6,0,,,,Virginia St.,2018
6,205,LAR,Trevon Young,DE,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville,2018
6,206,PHI,Matt Pryor,T,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,2018
6,207,GNB,Equanimeous St. Brown,WR,21,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,2018
6,208,DAL,Cedrick Wilson,WR,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Boise St.,2018
6,209,MIA,Cornell Armstrong,CB,22,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Southern Miss,2018
6,210,NWE,Braxton Berrios,WR,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),2018
6,211,HOU,Jordan Thomas,TE,22,2018,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,27,0,,,,Mississippi St.,2018
6,212,BAL,Greg Senat,T,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Wagner,2018
6,213,MIN,Colby Gossett,G,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Appalachian St.,2018
6,214,HOU,Peter Kalambayi,LB,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,2018
6,215,BAL,Bradley Bozeman,C,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,2018
6,216,OAK,Azeem Victor,LB,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Washington,2018
6,217,DEN,Keishawn Bierria,ILB,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Washington,2018
6,218,MIN,Ade Aruna,DE,24,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Tulane,2018
7,219,NWE,Danny Etling,QB,24,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,2018
7,220,SEA,Alex McGough,QB,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Florida International,2018
7,221,IND,Matthew Adams,LB,22,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Houston,2018
7,222,HOU,Jermaine Kelly,CB,23,,0,0,0,,,,,,,,,,,,,,,,,,San Jose St.,2018
7,223,SFO,Jullian Taylor,DT,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Temple,2018
7,224,CHI,Javon Wims,WR,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,2018
7,225,MIN,Devante Downs,LB,22,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,California,2018
7,226,DEN,David Williams,RB,24,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,2018
7,227,MIA,Quentin Poling,LB,24,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio,2018
7,228,OAK,Marcell Ateman,WR,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma St.,2018
7,229,MIA,Jason Sanders,K,22,2018,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,New Mexico,2018
7,230,JAX,Leon Jacobs,OLB,22,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Wisconsin,2018
7,231,LAR,Travin Howard,OLB,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,2018
7,232,GNB,James Looney,DE,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,California,2018
7,233,PHI,Jordan Mailata,T,21,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2018
7,234,CAR,Andre Smith,ILB,21,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,2018
7,235,IND,Zaire Franklin,LB,22,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Syracuse,2018
7,236,DAL,Bo Scarbrough,RB,21,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,2018
7,237,DET,Nick Bawden,RB,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,San Diego St.,2018
7,238,BAL,Zach Sieler,DE,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ferris St.,2018
7,239,GNB,Hunter Bradley,LS,24,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.,2018
7,240,SFO,Richie James,WR,23,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Middle Tenn. St.,2018
7,241,WAS,Greg Stroman,CB,22,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech,2018
7,242,CAR,Kendrick Norton,DT,21,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),2018
7,243,NWE,Keion Crossen,CB,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,West. Carolina,2018
7,244,LAR,Justin Lawler,DE,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,SMU,2018
7,245,NOR,Will Clapp,C,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,2018
7,246,PIT,Joshua Frazier,DT,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,2018
7,247,JAX,Logan Cooke,P,23,2018,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.,2018
7,248,GNB,Kendall Donnerson,OLB,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SE Missouri St.,2018
7,249,CIN,Logan Woodside,QB,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Toledo,2018
7,250,NWE,Ryan Izzo,TE,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,2018
7,251,LAC,Justin Jackson,RB,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Northwestern,2018
7,252,CIN,Rod Taylor,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,2018
7,253,CIN,Auden Tate,WR,21,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,2018
7,254,ARI,Korey Cunningham,T,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati,2018
7,255,BUF,Austin Proehl,WR,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,2018
7,256,WAS,Trey Quinn,WR,22,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,SMU,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
